x y z m s
0.94 1.03 16.96 17 39
0.94 1.03 16.97 17 39
0.94 1.03 16.97 17 39
0.94 1.04 16.97 17 39
0.94 1.04 16.97 17 39
0.94 1.04 16.97 17 39
0.94 1.04 16.97 17 39
0.94 1.04 16.97 17 39
0.94 1.04 16.96 17 39
0.94 1.04 16.96 17 39
0.94 1.04 16.96 17 39
0.94 1.04 16.96 17 39
0.94 1.04 16.96 17 39
0.94 1.04 16.96 17 39
0.94 1.04 16.96 17 39
0.95 1.04 16.96 17 40
0.94 1.04 16.95 17 40
0.94 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.04 16.95 17 40
0.95 1.05 16.95 17 40
0.95 1.05 16.95 17 40
0.95 1.05 16.95 17 40
0.95 1.05 16.95 17 40
0.95 1.05 16.95 17 40
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.95 1.05 16.95 17 41
0.96 1.05 16.95 17 41
0.96 1.05 16.95 17 41
0.96 1.05 16.96 17 41
0.96 1.05 16.96 17 41
0.96 1.05 16.96 17 41
0.96 1.05 16.96 17 42
0.96 1.04 16.96 17 42
0.96 1.04 16.96 17 42
0.96 1.04 16.96 17 42
0.96 1.04 16.96 17 42
0.96 1.04 16.96 17 42
0.96 1.04 16.96 17 42
0.96 1.04 16.97 17 42
0.96 1.04 16.97 17 42
0.96 1.04 16.97 17 42
0.96 1.04 16.97 17 42
0.97 1.04 16.97 17 42
0.97 1.04 16.97 17 42
0.97 1.04 16.97 17 42
0.97 1.04 16.97 17 42
0.97 1.04 16.97 17 42
0.97 1.04 16.97 17 42
0.97 1.04 16.97 17 42
0.97 1.04 16.97 17 42
0.97 1.04 16.97 17 43
0.97 1.04 16.98 17 43
0.97 1.04 16.98 17 43
0.98 1.04 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.98 1.03 16.98 17 43
0.99 1.03 16.98 17 43
0.99 1.03 16.98 17 43
0.99 1.03 16.98 17 43
0.99 1.03 16.98 17 43
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.02 16.98 17 44
0.99 1.02 16.98 17 44
0.99 1.02 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
0.99 1.03 16.98 17 44
1 1.03 16.98 17 44
1 1.03 16.98 17 44
1 1.03 16.98 17 45
1 1.03 16.98 17 45
1 1.03 16.98 17 45
1 1.03 16.98 17 45
1 1.03 16.98 17 45
1 1.03 16.98 17 45
1 1.03 16.98 17 45
1 1.03 16.98 17 45
1.01 1.03 16.99 17 45
1.01 1.03 16.99 17 45
1.01 1.03 16.99 17 45
1.01 1.03 16.99 17 45
1.01 1.03 16.99 17 45
1.01 1.03 16.99 17 45
1.01 1.03 16.99 17 45
1.01 1.03 16.99 17 45
1.02 1.03 16.99 17 45
1.02 1.03 16.99 17 45
1.02 1.03 16.99 17 45
1.02 1.02 16.99 17 45
1.02 1.02 16.99 17 46
1.02 1.02 16.99 17 46
1.02 1.02 16.99 17 46
1.02 1.02 16.99 17 46
1.02 1.02 16.99 17 46
1.02 1.02 16.98 17 46
1.02 1.02 16.98 17 46
1.03 1.02 16.98 17 46
1.03 1.02 16.98 17 46
1.03 1.02 16.99 17 46
1.03 1.02 16.99 17 46
1.03 1.02 16.99 17 46
1.03 1.02 16.99 17 46
1.03 1.02 16.99 17 46
1.03 1.02 16.99 17 46
1.03 1.01 16.99 17 46
1.03 1.01 16.99 17 46
1.04 1.01 16.99 17 46
1.04 1.01 16.99 17 46
1.04 1.01 16.99 17 47
1.04 1.01 16.99 17 47
1.04 1.01 16.99 17 47
1.04 1.01 16.99 17 47
1.04 1.01 16.99 17 47
1.04 1.01 16.99 17 47
1.04 1.01 16.99 17 47
1.04 1.01 16.99 17 47
1.04 1.01 16.99 17 47
1.04 1.01 16.99 17 47
1.05 1.01 16.99 17 47
1.05 1.01 16.99 17 47
1.05 1.01 16.99 17 47
1.05 1.01 16.99 17 47
1.05 1.01 16.99 17 47
1.05 1.01 16.99 17 47
1.05 1 16.99 17 47
1.05 1 16.99 17 47
1.05 1 16.99 17 47
1.05 1 16.99 17 47
1.05 1 16.99 17 48
1.05 1 16.99 17 48
1.05 1 16.99 17 48
1.06 1 16.99 17 48
1.06 1 16.99 17 48
1.06 1 16.99 17 48
1.06 1 16.99 17 48
1.06 1 16.99 17 48
1.06 1 16.99 17 48
1.06 1 16.99 17 48
1.06 1 16.99 17 48
1.06 1 16.99 17 48
1.06 0.99 16.99 17 48
1.06 0.99 16.99 17 48
1.06 0.99 16.99 17 48
1.06 0.99 16.99 17 48
1.07 0.99 16.99 17 48
1.07 0.99 16.99 17 48
1.07 0.99 16.99 17 48
1.07 0.99 16.99 17 49
1.07 0.99 17 17 49
1.07 0.99 17 17 49
1.07 0.99 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.98 17 17 49
1.07 0.97 17 17 49
1.07 0.97 17 17 49
1.07 0.97 17 17 49
1.07 0.97 17 17 49
1.07 0.97 17 17 50
1.07 0.97 17 17 50
1.07 0.97 16.99 17 50
1.07 0.97 16.99 17 50
1.07 0.97 16.99 17 50
1.07 0.97 16.99 17 50
1.07 0.97 16.99 17 50
1.07 0.97 16.99 17 50
1.07 0.97 16.99 17 50
1.07 0.97 16.99 17 50
1.07 0.97 16.99 17 50
1.07 0.96 16.99 17 50
1.07 0.96 16.99 17 50
1.07 0.96 16.99 17 50
1.07 0.96 16.99 17 50
1.07 0.96 16.99 17 50
1.07 0.96 16.99 17 50
1.07 0.96 16.99 17 50
1.07 0.96 16.99 17 50
1.07 0.96 16.99 17 51
1.07 0.96 16.99 17 51
1.07 0.96 16.99 17 51
1.07 0.96 16.99 17 51
1.07 0.95 16.99 17 51
1.07 0.95 16.99 17 51
1.07 0.95 16.99 17 51
1.06 0.95 16.99 17 51
1.06 0.95 16.99 17 51
1.06 0.95 16.99 17 51
1.06 0.95 16.99 17 51
1.06 0.95 16.99 17 51
1.06 0.95 16.99 17 51
1.06 0.95 16.99 17 51
1.06 0.95 16.99 17 51
1.06 0.95 16.99 17 51
1.05 0.95 16.99 17 51
1.05 0.95 16.99 17 51
1.05 0.95 16.99 17 51
1.05 0.95 16.99 17 52
1.05 0.94 16.99 17 52
1.05 0.94 16.99 17 52
1.05 0.94 16.99 17 52
1.05 0.94 16.99 17 52
1.05 0.94 16.99 17 52
1.05 0.94 16.99 17 52
1.05 0.94 16.99 17 52
1.05 0.94 16.99 17 52
1.04 0.94 16.99 17 52
1.04 0.94 16.99 17 52
1.04 0.94 16.99 17 52
1.04 0.94 16.99 17 52
1.04 0.94 16.99 17 52
1.04 0.94 16.99 17 52
1.04 0.94 16.99 17 52
1.04 0.94 16.99 17 52
1.04 0.94 16.99 17 52
1.04 0.94 17 17 52
1.04 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.03 0.94 17 17 53
1.02 0.94 17 17 53
1.02 0.94 17 17 53
1.02 0.94 17 17 53
1.02 0.94 17 17 53
1.02 0.94 17 17 53
1.02 0.94 17 17 53
1.02 0.94 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.01 17 54
1.02 0.95 17.02 17 54
1.02 0.95 17.02 17 54
1.02 0.95 17.02 17 54
1.02 0.95 17.02 17 54
1.02 0.95 17.02 17 54
1.02 0.95 17.02 17 54
1.02 0.95 17.02 17 54
1.02 0.95 17.02 17 54
1.02 0.95 17.02 17 55
1.02 0.95 17.03 17 55
1.02 0.95 17.03 17 55
1.02 0.95 17.03 17 55
1.02 0.95 17.03 17 55
1.02 0.95 17.03 17 55
1.02 0.95 17.03 17 55
1.02 0.95 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.96 17.03 17 55
1.02 0.97 17.03 17 55
1.02 0.97 17.03 17 56
1.02 0.97 17.04 17 56
1.02 0.97 17.04 17 56
1.02 0.97 17.04 17 56
1.02 0.97 17.04 17 56
1.02 0.97 17.04 17 56
1.01 0.97 17.04 17 56
1.01 0.97 17.04 17 56
1.01 0.97 17.04 17 56
1.01 0.97 17.04 17 56
1.01 0.97 17.04 17 56
1.01 0.97 17.04 17 56
1.01 0.97 17.04 17 56
1.01 0.98 17.04 17 56
1.01 0.98 17.04 17 56
1.01 0.98 17.04 17 56
1.01 0.98 17.04 17 56
1.01 0.98 17.04 17 56
1.01 0.98 17.04 17 56
1.01 0.98 17.04 17 57
1.01 0.98 17.04 17 57
1.01 0.98 17.04 17 57
1.01 0.98 17.04 17 57
1.01 0.98 17.04 17 57
1.01 0.98 17.04 17 57
1.01 0.99 17.04 17 57
1.01 0.99 17.04 17 57
1.01 0.99 17.04 17 57
1 0.99 17.04 17 57
1 0.99 17.05 17 57
1 0.99 17.05 17 57
1 0.99 17.05 17 57
1 0.99 17.05 17 57
1 0.99 17.05 17 57
1 0.99 17.05 17 57
1 0.99 17.05 17 57
1 0.99 17.04 17 57
1 0.99 17.04 17 57
1 0.99 17.04 17 57
1 0.99 17.04 17 58
1 0.99 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1 17.04 17 58
1 1.01 17.04 17 58
1 1.01 17.04 17 58
1 1.01 17.04 17 58
1 1.01 17.03 17 58
1 1.01 17.03 17 59
1 1.01 17.03 17 59
1 1.01 17.03 17 59
1 1.01 17.03 17 59
1 1.01 17.03 17 59
1 1.01 17.03 17 59
1 1.01 17.03 17 59
1 1.01 17.03 17 59
1 1.01 17.02 17 59
1 1.02 17.02 17 59
1 1.02 17.02 17 59
1 1.02 17.02 17 59
1 1.02 17.02 17 59
1 1.02 17.02 17 59
1 1.02 17.02 17 59
1 1.02 17.02 17 59
0.99 1.02 17.02 17 59
0.99 1.02 17.02 17 59
0.99 1.02 17.02 17 59
0.99 1.02 17.02 18 0
0.99 1.02 17.02 18 0
0.99 1.02 17.02 18 0
0.99 1.02 17.02 18 0
0.99 1.02 17.02 18 0
0.99 1.03 17.02 18 0
0.99 1.03 17.02 18 0
0.99 1.03 17.03 18 0
0.99 1.03 17.09 18 0
0.98 1.03 17.13 18 0
0.98 1.03 17.2 18 0
0.98 1.03 17.23 18 0
0.98 1.03 17.29 18 0
0.98 1.03 17.31 18 0
0.98 1.03 17.36 18 0
0.98 1.03 17.38 18 0
0.97 1.04 17.44 18 0
0.97 1.04 17.47 18 0
0.97 1.04 17.52 18 0
0.97 1.04 17.55 18 0
0.97 1.04 17.61 18 1
0.97 1.04 17.63 18 1
0.97 1.04 17.69 18 1
0.96 1.04 17.72 18 1
0.96 1.04 17.78 18 1
0.96 1.04 17.81 18 1
0.96 1.04 17.87 18 1
0.96 1.04 17.89 18 1
0.96 1.04 17.95 18 1
0.95 1.04 17.98 18 1
0.95 1.04 18.04 18 1
0.95 1.04 18.07 18 1
0.95 1.04 18.13 18 1
0.95 1.04 18.16 18 1
0.94 1.04 18.22 18 1
0.94 1.04 18.24 18 1
0.94 1.04 18.31 18 1
0.94 1.04 18.34 18 1
0.94 1.04 18.39 18 1
0.94 1.04 18.43 18 2
0.94 1.04 18.49 18 2
0.94 1.04 18.51 18 2
0.93 1.04 18.57 18 2
0.93 1.04 18.6 18 2
0.93 1.04 18.66 18 2
0.93 1.04 18.68 18 2
0.93 1.04 18.74 18 2
0.93 1.04 18.77 18 2
0.93 1.04 18.83 18 2
0.93 1.04 18.86 18 2
0.93 1.04 18.91 18 2
0.93 1.04 18.94 18 2
0.93 1.04 19 18 2
0.93 1.04 19.03 18 2
0.93 1.04 19.09 18 2
0.93 1.04 19.12 18 2
0.92 1.04 19.18 18 2
0.92 1.04 19.21 18 2
0.92 1.04 19.26 18 3
0.92 1.04 19.29 18 3
0.92 1.04 19.36 18 3
0.92 1.04 19.38 18 3
0.92 1.04 19.44 18 3
0.92 1.04 19.47 18 3
0.92 1.04 19.53 18 3
0.92 1.04 19.56 18 3
0.92 1.04 19.61 18 3
0.92 1.04 19.64 18 3
0.92 1.04 19.7 18 3
0.91 1.04 19.73 18 3
0.91 1.04 19.78 18 3
0.91 1.04 19.81 18 3
0.91 1.04 19.87 18 3
0.91 1.04 19.9 18 3
0.91 1.04 19.96 18 3
0.91 1.04 19.98 18 3
0.91 1.04 20.04 18 3
0.91 1.04 20.07 18 4
0.9 1.04 20.13 18 4
0.9 1.04 20.16 18 4
0.9 1.04 20.22 18 4
0.9 1.04 20.24 18 4
0.9 1.04 20.3 18 4
0.9 1.04 20.33 18 4
0.9 1.04 20.39 18 4
0.9 1.04 20.42 18 4
0.9 1.04 20.47 18 4
0.9 1.04 20.51 18 4
0.9 1.04 20.62 18 4
0.89 1.04 20.67 18 4
0.89 1.04 20.77 18 4
0.89 1.04 20.81 18 4
0.89 1.04 20.9 18 4
0.89 1.04 20.93 18 4
0.89 1.04 20.98 18 4
0.89 1.04 21.01 18 4
0.89 1.03 21.05 18 4
0.89 1.03 21.07 18 5
0.88 1.03 21.08 18 5
0.88 1.03 21.08 18 5
0.88 1.03 21.07 18 5
0.88 1.03 21.06 18 5
0.88 1.02 21.03 18 5
0.88 1.02 21.01 18 5
0.87 1.02 20.97 18 5
0.87 1.02 20.94 18 5
0.87 1.02 20.88 18 5
0.87 1.02 20.86 18 5
0.87 1.02 20.79 18 5
0.87 1.02 20.76 18 5
0.87 1.02 20.7 18 5
0.87 1.02 20.67 18 5
0.87 1.02 20.6 18 5
0.87 1.02 20.57 18 5
0.87 1.02 20.51 18 5
0.87 1.02 20.47 18 5
0.87 1.02 20.4 18 6
0.87 1.02 20.37 18 6
0.87 1.02 20.3 18 6
0.87 1.02 20.27 18 6
0.88 1.02 20.2 18 6
0.88 1.02 20.16 18 6
0.88 1.02 20.1 18 6
0.88 1.02 20.06 18 6
0.88 1.03 19.99 18 6
0.88 1.03 19.95 18 6
0.88 1.03 19.89 18 6
0.88 1.03 19.86 18 6
0.88 1.03 19.78 18 6
0.88 1.03 19.75 18 6
0.88 1.03 19.69 18 6
0.88 1.03 19.66 18 6
0.89 1.03 19.58 18 6
0.89 1.03 19.55 18 6
0.89 1.03 19.49 18 6
0.89 1.04 19.46 18 6
0.89 1.04 19.39 18 7
0.89 1.04 19.36 18 7
0.9 1.04 19.3 18 7
0.9 1.04 19.27 18 7
0.9 1.04 19.2 18 7
0.9 1.04 19.17 18 7
0.9 1.04 19.1 18 7
0.9 1.04 19.07 18 7
0.9 1.04 19.01 18 7
0.9 1.04 18.97 18 7
0.91 1.04 18.91 18 7
0.91 1.04 18.88 18 7
0.91 1.04 18.81 18 7
0.91 1.04 18.78 18 7
0.91 1.04 18.72 18 7
0.91 1.04 18.69 18 7
0.91 1.05 18.62 18 7
0.91 1.05 18.59 18 7
0.91 1.05 18.53 18 7
0.91 1.05 18.5 18 8
0.91 1.05 18.43 18 8
0.91 1.05 18.4 18 8
0.91 1.05 18.34 18 8
0.91 1.05 18.31 18 8
0.91 1.05 18.24 18 8
0.91 1.04 18.21 18 8
0.91 1.04 18.15 18 8
0.91 1.04 18.12 18 8
0.91 1.04 18.05 18 8
0.91 1.04 18.02 18 8
0.91 1.04 17.96 18 8
0.91 1.04 17.93 18 8
0.92 1.04 17.86 18 8
0.92 1.04 17.82 18 8
0.92 1.04 17.76 18 8
0.92 1.04 17.73 18 8
0.92 1.04 17.66 18 8
0.92 1.04 17.63 18 8
0.92 1.04 17.57 18 9
0.92 1.04 17.54 18 9
0.92 1.04 17.47 18 9
0.92 1.04 17.44 18 9
0.92 1.04 17.38 18 9
0.92 1.04 17.35 18 9
0.92 1.04 17.28 18 9
0.92 1.04 17.25 18 9
0.92 1.04 17.19 18 9
0.92 1.04 17.16 18 9
0.93 1.04 17.09 18 9
0.93 1.04 17.06 18 9
0.93 1.04 16.99 18 9
0.93 1.04 16.96 18 9
0.93 1.04 16.89 18 9
0.93 1.04 16.86 18 9
0.93 1.04 16.8 18 9
0.93 1.04 16.77 18 9
0.93 1.04 16.7 18 9
0.93 1.04 16.67 18 9
0.93 1.04 16.61 18 10
0.93 1.04 16.57 18 10
0.93 1.04 16.5 18 10
0.93 1.04 16.47 18 10
0.93 1.04 16.41 18 10
0.93 1.04 16.38 18 10
0.93 1.04 16.31 18 10
0.93 1.04 16.28 18 10
0.93 1.04 16.21 18 10
0.93 1.04 16.18 18 10
0.93 1.04 16.11 18 10
0.93 1.03 16.08 18 10
0.93 1.03 16.02 18 10
0.93 1.03 15.99 18 10
0.93 1.03 15.92 18 10
0.93 1.03 15.89 18 10
0.93 1.03 15.83 18 10
0.93 1.03 15.8 18 10
0.93 1.03 15.73 18 10
0.93 1.03 15.7 18 11
0.93 1.03 15.63 18 11
0.93 1.03 15.6 18 11
0.93 1.03 15.53 18 11
0.93 1.03 15.5 18 11
0.93 1.03 15.44 18 11
0.93 1.03 15.41 18 11
0.93 1.03 15.34 18 11
0.93 1.03 15.31 18 11
0.93 1.03 15.25 18 11
0.93 1.03 15.22 18 11
0.93 1.03 15.15 18 11
0.93 1.03 15.12 18 11
0.93 1.03 15.05 18 11
0.94 1.03 15.02 18 11
0.94 1.03 14.95 18 11
0.94 1.03 14.92 18 11
0.94 1.03 14.86 18 11
0.94 1.03 14.83 18 11
0.94 1.03 14.76 18 12
0.94 1.03 14.73 18 12
0.94 1.03 14.66 18 12
0.94 1.03 14.63 18 12
0.94 1.03 14.56 18 12
0.94 1.03 14.54 18 12
0.94 1.03 14.47 18 12
0.94 1.03 14.43 18 12
0.94 1.03 14.37 18 12
0.94 1.03 14.34 18 12
0.94 1.03 14.27 18 12
0.94 1.03 14.24 18 12
0.94 1.03 14.17 18 12
0.94 1.03 14.14 18 12
0.94 1.03 14.07 18 12
0.94 1.03 14.04 18 12
0.94 1.03 13.98 18 12
0.94 1.03 13.94 18 12
0.94 1.04 13.87 18 12
0.94 1.04 13.84 18 12
0.94 1.04 13.78 18 13
0.94 1.04 13.75 18 13
0.94 1.04 13.68 18 13
0.94 1.04 13.64 18 13
0.94 1.04 13.58 18 13
0.94 1.04 13.55 18 13
0.94 1.04 13.48 18 13
0.94 1.04 13.44 18 13
0.94 1.04 13.38 18 13
0.94 1.04 13.35 18 13
0.94 1.04 13.28 18 13
0.94 1.04 13.25 18 13
0.94 1.04 13.18 18 13
0.94 1.04 13.15 18 13
0.94 1.04 13.08 18 13
0.94 1.04 13.05 18 13
0.94 1.04 12.99 18 13
0.94 1.04 12.96 18 13
0.94 1.04 12.89 18 13
0.94 1.04 12.86 18 14
0.94 1.04 12.79 18 14
0.94 1.04 12.76 18 14
0.94 1.04 12.69 18 14
0.94 1.04 12.66 18 14
0.94 1.04 12.6 18 14
0.94 1.04 12.57 18 14
0.94 1.04 12.5 18 14
0.94 1.04 12.47 18 14
0.94 1.04 12.4 18 14
0.94 1.04 12.37 18 14
0.94 1.04 12.3 18 14
0.94 1.04 12.27 18 14
0.94 1.04 12.21 18 14
0.94 1.04 12.18 18 14
0.94 1.04 12.11 18 14
0.94 1.04 12.08 18 14
0.94 1.04 12.02 18 14
0.94 1.04 11.99 18 14
0.94 1.04 11.92 18 14
0.94 1.04 11.89 18 15
0.94 1.04 11.82 18 15
0.94 1.04 11.79 18 15
0.93 1.04 11.72 18 15
0.93 1.04 11.69 18 15
0.93 1.04 11.63 18 15
0.93 1.04 11.59 18 15
0.93 1.04 11.52 18 15
0.93 1.04 11.49 18 15
0.93 1.04 11.42 18 15
0.93 1.04 11.39 18 15
0.93 1.04 11.32 18 15
0.93 1.04 11.29 18 15
0.93 1.04 11.22 18 15
0.93 1.04 11.19 18 15
0.93 1.04 11.12 18 15
0.93 1.04 11.09 18 15
0.93 1.04 11.03 18 15
0.93 1.03 11 18 15
0.92 1.03 10.92 18 16
0.92 1.03 10.89 18 16
0.92 1.04 10.83 18 16
0.92 1.04 10.8 18 16
0.92 1.04 10.72 18 16
0.92 1.04 10.69 18 16
0.92 1.04 10.63 18 16
0.92 1.04 10.6 18 16
0.92 1.04 10.52 18 16
0.92 1.04 10.49 18 16
0.92 1.04 10.43 18 16
0.92 1.04 10.39 18 16
0.92 1.04 10.32 18 16
0.92 1.04 10.29 18 16
0.92 1.04 10.23 18 16
0.92 1.04 10.2 18 16
0.92 1.04 10.13 18 16
0.92 1.04 10.1 18 16
0.91 1.04 10.04 18 16
0.91 1.04 10 18 17
0.91 1.04 9.93 18 17
0.91 1.04 9.9 18 17
0.91 1.04 9.84 18 17
0.91 1.04 9.81 18 17
0.91 1.04 9.75 18 17
0.91 1.04 9.72 18 17
0.91 1.04 9.67 18 17
0.91 1.04 9.65 18 17
0.91 1.04 9.61 18 17
0.91 1.04 9.59 18 17
0.91 1.04 9.54 18 17
0.91 1.04 9.52 18 17
0.91 1.04 9.48 18 17
0.91 1.04 9.46 18 17
0.91 1.04 9.41 18 17
0.9 1.04 9.39 18 17
0.9 1.04 9.34 18 17
0.9 1.04 9.32 18 17
0.9 1.04 9.27 18 17
0.9 1.04 9.25 18 18
0.9 1.04 9.21 18 18
0.9 1.04 9.19 18 18
0.9 1.04 9.14 18 18
0.9 1.04 9.12 18 18
0.89 1.04 9.07 18 18
0.89 1.04 9.05 18 18
0.89 1.04 9 18 18
0.89 1.04 8.98 18 18
0.89 1.04 8.93 18 18
0.89 1.04 8.91 18 18
0.89 1.04 8.86 18 18
0.89 1.04 8.84 18 18
0.89 1.04 8.79 18 18
0.88 1.04 8.78 18 18
0.88 1.04 8.73 18 18
0.88 1.04 8.71 18 18
0.88 1.04 8.66 18 18
0.88 1.04 8.64 18 18
0.88 1.04 8.59 18 19
0.88 1.04 8.57 18 19
0.88 1.04 8.52 18 19
0.88 1.04 8.5 18 19
0.88 1.05 8.45 18 19
0.88 1.05 8.43 18 19
0.88 1.05 8.39 18 19
0.88 1.05 8.36 18 19
0.88 1.05 8.31 18 19
0.88 1.05 8.29 18 19
0.88 1.05 8.24 18 19
0.87 1.05 8.22 18 19
0.87 1.05 8.17 18 19
0.87 1.05 8.15 18 19
0.87 1.06 8.11 18 19
0.87 1.06 8.08 18 19
0.87 1.06 8.03 18 19
0.87 1.06 8.01 18 19
0.87 1.06 7.97 18 19
0.87 1.06 7.95 18 20
0.87 1.06 7.9 18 20
0.87 1.06 7.87 18 20
0.87 1.06 7.83 18 20
0.87 1.07 7.81 18 20
0.86 1.07 7.76 18 20
0.86 1.07 7.73 18 20
0.86 1.07 7.69 18 20
0.86 1.07 7.67 18 20
0.86 1.07 7.62 18 20
0.86 1.07 7.6 18 20
0.86 1.07 7.55 18 20
0.86 1.07 7.53 18 20
0.86 1.07 7.48 18 20
0.86 1.07 7.46 18 20
0.86 1.07 7.41 18 20
0.86 1.07 7.39 18 20
0.86 1.07 7.34 18 20
0.86 1.07 7.32 18 20
0.86 1.08 7.27 18 21
0.86 1.08 7.25 18 21
0.86 1.08 7.2 18 21
0.86 1.08 7.18 18 21
0.86 1.08 7.14 18 21
0.86 1.08 7.12 18 21
0.86 1.08 7.07 18 21
0.86 1.08 7.04 18 21
0.86 1.08 7 18 21
0.86 1.08 6.98 18 21
0.86 1.08 6.93 18 21
0.86 1.09 6.91 18 21
0.86 1.09 6.87 18 21
0.86 1.09 6.84 18 21
0.86 1.09 6.79 18 21
0.86 1.09 6.77 18 21
0.86 1.09 6.73 18 21
0.86 1.09 6.71 18 21
0.86 1.09 6.66 18 21
0.86 1.09 6.63 18 22
0.86 1.09 6.59 18 22
0.86 1.09 6.57 18 22
0.86 1.09 6.52 18 22
0.86 1.1 6.5 18 22
0.86 1.1 6.45 18 22
0.86 1.1 6.43 18 22
0.86 1.1 6.38 18 22
0.86 1.1 6.36 18 22
0.86 1.1 6.31 18 22
0.86 1.1 6.29 18 22
0.85 1.1 6.24 18 22
0.85 1.1 6.22 18 22
0.85 1.1 6.18 18 22
0.85 1.1 6.16 18 22
0.85 1.1 6.11 18 22
0.85 1.1 6.09 18 22
0.85 1.1 6.04 18 22
0.85 1.1 6.02 18 22
0.85 1.1 5.97 18 23
0.85 1.1 5.95 18 23
0.85 1.1 5.91 18 23
0.85 1.1 5.89 18 23
0.85 1.1 5.84 18 23
0.85 1.11 5.82 18 23
0.85 1.11 5.77 18 23
0.85 1.11 5.76 18 23
0.85 1.11 5.71 18 23
0.85 1.11 5.69 18 23
0.85 1.11 5.64 18 23
0.85 1.11 5.62 18 23
0.85 1.11 5.58 18 23
0.85 1.11 5.56 18 23
0.85 1.11 5.51 18 23
0.85 1.11 5.49 18 23
0.85 1.11 5.45 18 23
0.85 1.11 5.43 18 23
0.85 1.11 5.38 18 23
0.85 1.11 5.36 18 23
0.86 1.11 5.32 18 24
0.86 1.11 5.29 18 24
0.86 1.11 5.25 18 24
0.86 1.11 5.22 18 24
0.86 1.11 5.18 18 24
0.86 1.11 5.16 18 24
0.86 1.11 5.11 18 24
0.86 1.11 5.09 18 24
0.86 1.11 5.04 18 24
0.86 1.11 5.02 18 24
0.86 1.11 4.97 18 24
0.86 1.11 4.95 18 24
0.86 1.11 4.9 18 24
0.87 1.11 4.88 18 24
0.87 1.11 4.83 18 24
0.87 1.11 4.81 18 24
0.87 1.11 4.77 18 24
0.87 1.11 4.75 18 24
0.87 1.12 4.7 18 24
0.87 1.11 4.68 18 25
0.87 1.11 4.64 18 25
0.88 1.11 4.62 18 25
0.88 1.11 4.57 18 25
0.88 1.11 4.55 18 25
